V,5,7,5,5,2,3,12,5,4,12,12,7,2,10,1,8
V,2,2,4,3,1,7,12,2,3,7,11,9,2,10,1,8
B,4,8,5,6,6,8,7,7,6,7,6,5,2,8,7,9
S,4,5,6,5,6,8,7,5,5,7,6,7,5,8,9,10
G,4,8,6,6,3,8,8,8,8,6,7,8,2,7,6,11
K,4,5,7,4,4,8,7,1,7,10,5,8,3,8,4,8
S,2,1,3,2,2,8,7,6,4,7,7,8,2,9,9,8
S,4,10,5,7,4,7,7,5,8,4,6,10,1,10,9,9
V,5,8,5,6,2,3,11,3,4,10,12,7,2,10,1,8
S,2,3,4,2,1,9,7,3,7,11,4,8,1,8,4,10
S,6,12,6,7,3,7,7,3,5,14,7,8,2,9,3,8
S,4,8,5,6,6,8,5,4,4,8,6,10,4,8,8,10
B,4,10,5,8,4,6,6,10,7,6,7,7,2,8,9,9
B,3,6,5,4,5,9,7,4,3,6,7,7,5,10,7,7
S,6,11,7,8,4,8,7,4,8,11,5,7,2,8,5,8
S,6,11,7,8,7,9,8,5,8,5,5,6,1,6,10,6
X,5,6,7,4,3,7,8,1,8,10,6,8,3,8,3,7
S,5,9,7,6,3,8,8,4,8,11,6,7,2,8,5,7
V,4,6,6,5,6,7,7,4,4,7,6,8,6,10,7,7
V,4,8,6,6,3,7,9,4,2,7,13,8,3,10,0,8
Z,4,10,6,7,6,8,8,2,8,7,7,7,1,8,10,8
S,3,5,4,7,2,9,9,6,10,5,6,5,0,7,9,7
S,3,7,4,5,4,8,7,7,5,7,6,8,2,8,8,8
G,5,8,6,6,3,5,7,6,6,10,8,10,2,8,5,9
B,5,9,7,8,9,7,7,5,4,7,6,8,6,9,8,7
V,5,9,5,6,3,2,11,4,4,11,12,8,2,10,1,7
V,9,13,7,7,4,9,10,5,5,6,10,6,5,12,3,6
K,5,8,7,7,6,8,5,2,4,8,4,8,4,8,7,11
V,2,7,4,5,2,6,11,2,3,8,11,8,2,11,1,9
H,4,8,4,5,2,7,7,15,1,7,6,8,3,8,0,8
V,3,4,5,6,1,7,8,4,3,7,14,8,3,9,0,8
Z,3,8,4,6,2,7,7,4,13,9,6,8,0,8,8,8
S,3,5,5,4,2,9,7,3,8,11,3,6,1,9,4,10
B,2,3,3,1,2,7,7,4,5,7,6,6,1,8,5,9
V,4,11,6,8,4,6,11,2,3,6,11,9,2,10,1,8
S,4,9,6,7,3,9,7,4,8,12,4,7,2,8,5,9
S,5,10,6,8,3,8,8,6,9,5,6,7,0,8,9,8
S,4,7,5,5,4,8,7,5,7,5,6,8,0,9,9,8
B,5,11,5,8,7,6,7,8,5,6,6,7,2,8,8,9
H,2,1,3,3,2,8,7,6,6,7,6,8,3,8,3,7
B,2,1,2,2,2,7,8,8,5,7,6,7,2,8,8,9
S,5,7,6,5,3,8,8,4,9,11,4,7,2,6,5,9
S,7,10,9,8,6,9,7,3,7,10,4,7,3,9,5,9
Z,3,7,5,5,3,7,8,2,9,11,7,7,1,8,6,7
K,8,14,8,8,4,7,7,3,6,9,9,9,6,11,4,7
B,2,4,3,2,2,8,7,3,5,9,6,6,2,8,4,8
S,5,8,6,6,3,9,7,4,8,11,4,8,2,8,5,9
B,3,3,3,4,3,6,7,9,6,7,6,7,2,8,8,10
V,4,8,6,6,1,7,8,4,3,7,14,8,3,9,0,8
B,5,7,7,5,5,10,6,3,7,11,3,6,4,6,6,11
V,5,7,5,5,3,3,11,2,3,9,11,8,3,12,1,7
B,5,10,7,7,6,9,6,4,7,9,5,7,2,8,6,10
Z,5,9,7,7,6,10,9,6,4,7,5,8,3,8,10,7
S,4,9,5,7,5,7,7,7,5,7,6,7,2,8,8,8
H,2,1,3,2,2,7,8,6,6,7,6,8,3,8,3,8
B,5,8,7,6,9,8,8,5,3,7,7,7,6,10,9,9
S,6,13,6,7,3,7,6,3,4,13,7,9,3,9,3,8
V,4,7,5,5,2,9,12,2,3,4,11,9,3,12,1,7
B,5,7,7,5,6,8,6,6,6,9,7,7,3,8,7,9
V,4,11,6,8,3,7,11,3,5,8,12,8,3,10,1,8
S,4,8,5,6,3,7,5,6,9,5,6,10,0,9,9,8
H,3,4,4,3,3,7,8,5,7,7,6,8,6,8,4,8
S,5,8,7,6,9,7,10,3,4,8,7,7,3,7,8,2
V,9,15,8,9,4,9,10,6,4,6,10,6,6,13,3,6
S,6,8,7,6,4,9,6,4,6,10,3,8,2,8,5,10
B,3,7,5,5,6,8,6,5,3,7,6,8,6,10,8,7
V,7,10,6,8,3,2,11,5,5,12,12,8,2,10,1,8
U,9,10,9,8,7,5,7,5,9,8,6,9,8,9,6,1
X,7,11,11,8,7,4,8,2,9,10,11,9,5,8,5,4
B,3,5,4,7,3,6,8,9,7,7,5,7,2,8,9,10
N,4,5,5,4,3,7,8,6,5,7,6,6,6,9,2,5
B,3,7,4,5,4,6,7,8,5,7,6,7,2,8,7,9
B,4,11,5,8,4,6,7,9,7,7,6,7,2,8,9,10
B,2,2,3,3,2,7,7,5,5,6,6,6,2,8,6,10
K,3,1,4,2,3,6,7,4,7,7,6,10,6,8,4,9
B,3,1,4,3,3,8,8,5,6,7,5,5,2,8,6,8
Z,3,10,4,8,5,6,8,5,9,7,7,9,2,9,7,8
V,3,10,5,7,2,6,8,4,3,8,14,8,3,10,0,8
S,4,8,5,6,4,8,7,5,8,5,6,7,0,8,8,8
V,6,10,6,8,3,4,11,2,4,9,11,7,3,9,1,7
Z,1,1,2,2,0,7,7,2,11,9,6,8,0,8,6,8
S,4,6,5,4,3,9,7,4,8,11,5,8,2,8,5,9
V,3,5,6,4,2,6,13,3,3,8,11,8,3,10,1,8
B,2,1,3,3,2,7,7,5,5,6,6,6,2,8,5,9
K,3,5,5,4,3,6,7,1,7,10,7,10,3,8,2,8
B,4,9,6,6,6,6,8,7,4,7,5,6,4,8,5,6
S,5,9,6,6,4,6,7,4,7,10,10,9,2,9,5,5
V,2,5,4,4,2,6,12,2,3,8,11,8,2,10,1,8
V,6,9,6,6,3,3,12,3,3,10,11,8,2,10,1,7
V,2,7,4,5,2,9,11,3,3,3,11,9,2,10,1,8
V,5,10,5,8,3,3,11,2,3,9,11,8,3,11,1,7
B,6,10,6,8,5,6,6,9,8,6,6,7,2,8,10,10
X,5,8,7,6,5,7,6,3,5,6,6,9,3,8,9,9
V,5,11,7,8,2,8,8,5,3,6,14,8,3,9,0,8
V,3,4,5,6,1,8,8,4,3,7,14,8,3,10,0,8
Z,4,7,6,5,4,7,9,2,9,11,8,5,1,8,6,5
V,4,8,4,6,2,3,11,3,3,10,11,8,2,10,1,7
S,5,11,6,8,5,7,8,3,7,10,4,6,2,6,5,8
V,4,8,6,6,3,6,12,2,4,6,11,9,2,10,1,8
S,3,4,3,3,2,8,8,6,5,7,6,7,2,8,9,8
B,2,7,3,5,3,6,7,7,5,6,6,7,2,8,7,9
B,4,2,5,4,4,8,7,5,6,6,5,5,2,8,7,10
B,8,12,6,6,4,10,5,5,5,11,3,9,6,7,6,10
H,4,9,6,6,8,7,6,5,3,6,6,8,7,7,8,8
H,2,4,4,3,2,7,7,3,5,10,6,8,3,8,2,8
S,4,8,5,6,3,8,8,6,9,5,6,7,0,8,9,7
S,2,1,3,2,2,8,8,6,5,7,5,7,2,8,8,8
V,7,12,7,7,4,7,8,4,4,7,7,6,6,12,2,9
B,5,9,8,8,10,7,7,5,4,7,6,8,7,10,9,5
Y,4,10,7,7,3,7,10,1,8,7,12,8,1,11,2,8
V,3,8,6,6,1,7,8,4,3,7,14,8,3,9,0,8
S,4,6,5,4,3,6,9,3,7,10,7,7,2,7,4,5
V,2,6,4,4,2,7,12,3,3,6,11,8,2,10,1,8
V,3,6,5,4,3,8,11,3,2,5,10,9,3,10,3,10
V,4,11,6,8,8,7,5,5,2,8,7,8,6,9,5,8
V,3,10,5,7,2,7,8,4,3,7,14,8,3,9,0,8
B,2,4,3,3,2,8,7,3,5,9,6,7,2,8,4,9
V,7,8,6,6,4,3,11,1,3,9,10,8,4,9,1,8
Z,5,6,4,8,3,8,6,5,5,10,6,7,3,9,9,9
V,4,10,6,8,3,8,12,3,4,5,11,9,3,10,1,7
S,4,9,6,7,7,8,6,5,4,8,6,9,5,7,13,9
S,7,11,9,8,11,8,8,5,3,8,5,8,6,8,13,8
V,2,3,3,2,1,7,12,2,2,7,11,8,2,11,1,8
S,4,10,6,8,7,7,6,3,2,7,5,6,3,7,14,4
S,6,11,7,8,4,7,8,4,8,11,8,7,2,10,5,6
S,7,15,6,8,3,7,4,5,5,8,2,7,4,6,6,7
Z,5,10,7,8,5,8,6,2,9,11,5,10,2,7,7,8
Z,5,8,7,6,6,9,7,5,4,7,5,7,4,8,10,5
S,2,6,4,4,4,6,9,3,2,7,7,6,2,8,8,1
S,7,10,9,8,12,8,6,5,4,8,6,8,7,8,15,10
B,3,3,4,4,3,6,8,8,7,7,5,7,2,8,9,10
V,3,10,5,7,2,9,8,4,3,6,14,8,3,10,0,8
B,3,9,5,6,5,8,7,6,6,7,6,5,2,8,6,9
S,2,3,4,1,1,8,8,2,7,10,6,7,1,9,4,8
B,3,6,4,4,4,6,7,6,3,6,5,7,2,8,6,6
S,3,7,4,5,3,8,7,7,7,8,6,7,2,8,9,8
B,6,9,5,5,5,8,8,3,5,9,5,7,6,5,7,7
K,2,1,2,2,1,5,7,8,1,7,6,11,3,8,2,11
S,4,6,5,4,2,8,7,3,8,11,6,7,2,8,5,8
V,2,6,4,4,2,8,11,2,3,5,11,9,2,10,0,8
K,2,1,3,2,2,6,7,4,7,7,6,10,3,8,5,9
B,2,1,3,2,2,7,7,4,5,6,6,5,2,8,5,9
Z,4,7,5,5,4,9,8,5,3,7,5,7,3,7,8,4
S,3,7,4,5,3,8,8,5,7,5,6,8,0,8,8,8
B,4,8,4,6,5,6,8,8,6,7,5,7,2,8,7,9
V,2,7,4,5,2,7,11,3,4,7,11,8,2,10,1,8
H,3,7,5,5,4,6,7,6,4,6,5,8,3,7,6,11
V,3,4,4,3,2,5,12,2,2,9,10,7,2,11,1,8
S,3,8,4,6,2,7,6,6,10,5,7,10,0,9,9,8
S,4,5,5,7,3,8,8,6,10,5,6,7,0,8,9,7
Y,3,2,5,4,2,6,10,1,8,8,12,8,1,11,3,7
K,3,9,4,6,2,4,8,8,2,7,4,11,4,8,2,10
B,3,7,5,5,5,8,7,5,6,6,6,6,2,8,5,9
S,4,9,4,5,2,7,8,4,3,13,8,8,2,10,3,8
Z,3,4,5,6,4,9,7,5,6,8,3,7,3,6,6,8
X,5,8,8,6,4,6,8,1,8,10,9,9,2,9,3,7
S,4,8,5,6,3,9,6,5,9,11,3,8,2,7,5,10
V,1,0,2,1,0,8,9,3,2,7,12,8,2,10,0,8
S,7,10,8,7,5,8,7,3,6,10,5,7,2,8,5,9
S,4,10,6,7,4,7,8,3,7,10,5,7,2,6,5,8
V,5,8,5,6,3,3,12,3,3,10,11,8,2,10,1,8
Z,2,1,3,2,2,7,7,5,9,6,6,8,1,8,7,8
V,10,14,9,8,5,9,7,4,5,6,8,6,7,12,3,8
V,8,11,8,8,3,2,11,6,5,13,12,8,3,10,1,8
V,3,5,4,3,1,4,12,3,3,10,11,7,2,10,1,8
V,3,8,5,6,2,5,11,3,4,9,12,9,3,10,1,9
V,3,9,5,7,3,7,9,4,2,7,13,8,2,10,0,8
V,4,9,5,7,4,9,11,2,3,4,10,8,3,10,2,8
S,3,7,4,5,2,7,6,6,9,5,7,10,0,9,9,8
Y,1,0,2,0,0,7,9,3,1,7,12,8,1,11,0,8
S,4,8,5,6,6,9,9,5,4,8,4,6,4,9,9,7
V,2,3,3,2,1,4,12,3,2,10,11,7,2,11,1,8
S,4,6,5,8,2,8,7,6,9,4,6,7,0,8,9,8
B,4,9,5,6,6,7,7,6,6,6,6,6,2,8,6,9
K,4,9,6,7,7,6,6,3,4,6,5,9,8,6,8,8
S,4,9,5,6,5,7,6,7,6,6,8,10,2,11,9,7
K,9,14,9,8,6,3,8,4,6,10,11,12,5,8,4,6
B,1,0,1,0,1,7,7,6,4,7,6,7,1,8,6,9
S,8,13,6,8,3,9,3,4,5,9,2,9,4,6,5,9
Z,2,4,2,3,2,8,7,5,9,6,6,7,1,8,7,8
V,3,6,5,4,2,7,12,2,3,6,11,8,2,10,1,8
V,5,10,7,8,9,8,5,6,3,7,7,8,8,7,4,7
G,7,10,7,8,5,5,7,6,6,9,7,12,2,9,4,10
S,3,6,4,4,3,8,8,5,7,6,6,7,0,8,8,8
V,4,8,6,6,1,6,8,5,3,8,14,8,3,9,0,8
Z,5,9,5,4,3,8,6,2,8,11,6,9,3,7,6,7
S,4,6,5,4,3,9,8,3,7,10,4,7,2,7,4,9
H,4,7,6,5,4,4,9,4,5,10,10,9,3,8,3,5
S,4,8,5,6,4,8,6,7,7,7,8,8,2,10,9,8
V,4,5,6,4,5,7,8,5,5,7,6,8,6,9,7,6
S,3,4,5,3,2,8,6,3,7,10,4,8,1,8,4,10
V,2,1,4,3,1,5,12,3,3,9,11,8,2,10,1,8
V,6,7,6,5,2,3,12,5,4,12,12,7,3,10,1,8
Z,4,9,4,7,2,7,7,4,14,9,6,8,0,8,8,8
V,4,7,5,5,3,9,12,2,3,3,10,9,3,11,2,8
S,5,11,6,9,5,8,7,8,6,8,6,7,2,8,9,8
S,4,5,6,4,6,8,8,4,5,7,7,8,4,9,9,10
V,2,7,4,5,1,9,8,4,2,6,13,8,3,10,0,8
B,4,8,6,6,5,9,7,4,6,10,5,6,2,8,6,10
Z,1,3,2,1,1,8,7,5,8,6,6,8,1,8,6,8
K,6,10,8,8,8,6,9,6,5,8,5,8,4,7,6,11
B,3,6,5,5,5,6,9,6,6,8,7,7,5,9,7,8
Z,3,3,4,4,3,7,7,5,10,6,6,8,2,8,7,8
V,4,6,5,5,6,8,7,5,4,7,6,9,6,8,8,4
V,3,3,4,2,1,4,12,3,3,10,11,7,2,11,1,8
S,8,14,8,8,4,8,6,4,4,13,7,8,3,10,4,8
B,2,7,3,5,2,6,7,8,6,7,6,7,2,8,8,10
S,5,9,6,6,4,7,7,4,7,10,9,9,2,10,5,6
Z,5,6,4,9,4,6,11,3,3,12,7,6,2,7,9,3
V,2,1,3,1,0,7,9,4,2,7,13,8,2,10,0,8
S,4,11,5,8,4,7,7,8,7,8,5,7,2,7,9,8
S,3,4,3,3,2,8,7,7,5,7,6,8,2,9,9,8
H,3,4,5,3,3,8,7,3,6,10,4,8,3,7,3,8
S,5,11,6,8,3,7,8,4,8,11,7,7,2,8,5,6
B,8,10,7,5,5,9,7,4,5,9,4,7,6,7,8,9
V,4,11,6,8,2,7,8,4,3,7,14,8,3,9,0,8
B,5,9,5,4,4,9,7,3,5,9,5,7,6,6,7,9
V,2,3,4,5,1,7,8,4,2,7,13,8,3,10,0,8
Z,3,9,4,6,2,7,7,4,14,10,6,8,0,8,8,8
B,5,9,5,7,7,6,7,8,6,6,6,7,2,8,7,10
V,4,4,6,7,1,9,8,5,3,6,14,8,3,9,0,8
H,5,11,6,8,3,7,9,15,1,7,3,8,3,8,0,8
H,5,9,7,7,6,8,8,7,6,7,5,6,3,8,3,6
K,4,7,4,4,1,4,7,8,2,7,5,11,3,8,2,11
B,6,11,8,8,7,9,7,4,7,10,4,6,3,8,6,10
S,3,5,4,4,2,8,7,3,7,10,6,8,1,9,5,8
S,5,8,6,6,4,8,8,4,7,10,3,7,2,6,5,9
V,3,7,5,5,2,9,9,4,1,6,12,8,3,9,1,7
Z,4,5,5,8,2,7,7,4,14,9,6,8,0,8,8,8
B,7,11,10,8,7,11,6,3,8,11,3,7,3,8,5,12
B,4,6,5,4,5,7,6,6,7,6,6,6,2,9,6,10
Y,4,10,6,8,6,9,5,6,4,7,8,8,6,8,8,3
H,5,8,8,6,5,6,8,4,7,10,9,9,4,9,4,6
K,5,8,7,6,5,5,7,1,7,10,8,10,3,8,4,7
X,3,6,4,4,2,7,7,4,4,7,6,8,3,8,4,8
K,6,8,9,6,4,3,9,3,7,11,11,11,4,7,3,6
S,5,10,6,7,4,6,8,3,6,10,8,7,2,8,5,5
K,9,12,10,7,5,7,7,3,6,10,9,9,6,12,4,8
B,3,8,4,6,4,8,8,8,7,7,5,5,2,8,8,9
K,4,7,6,5,4,6,7,1,6,10,7,10,3,8,3,8
H,5,8,8,6,5,10,7,4,6,10,3,6,3,8,3,8
V,4,10,6,8,3,6,11,3,4,7,12,9,2,10,1,9
K,6,8,9,6,5,7,5,2,8,10,4,10,5,5,5,9
S,4,8,6,6,3,9,6,4,8,11,4,8,2,8,5,10
S,5,8,6,6,4,9,8,4,8,10,2,7,2,7,4,10
V,5,6,5,4,3,2,12,3,3,10,11,8,2,11,1,7
G,4,7,4,5,3,6,7,6,6,10,7,10,2,9,4,9
V,4,10,6,8,3,5,11,3,5,10,12,9,3,10,1,8
S,4,11,5,8,5,8,8,8,6,7,4,6,2,7,8,8
V,8,10,7,5,3,8,8,7,5,7,10,6,7,12,4,8
X,2,3,3,2,2,7,7,3,9,6,6,8,2,8,5,8
S,2,3,4,2,1,8,7,2,6,10,6,8,1,9,5,8
B,6,10,8,8,7,7,7,6,6,9,7,6,3,8,8,9
Z,1,0,2,1,0,7,7,2,10,8,6,8,0,8,6,8
K,6,9,8,7,6,6,6,1,7,10,7,10,3,8,4,8
K,3,4,4,3,3,6,7,4,7,7,6,11,3,8,5,10
S,4,10,4,7,2,8,7,6,9,5,6,7,0,8,9,8
Z,2,6,3,4,2,7,7,3,12,8,6,8,0,8,7,8
K,3,8,4,6,3,3,7,6,2,6,5,10,3,8,2,11
S,6,9,7,6,4,8,7,4,8,11,6,8,2,9,5,8
V,8,10,7,7,4,3,12,3,3,10,11,8,3,10,1,7
B,6,9,5,5,3,7,8,5,6,10,5,9,6,6,6,9
Z,1,4,2,3,2,8,7,5,8,6,6,7,2,8,7,8
Z,2,3,3,2,1,7,8,2,9,11,6,8,1,8,5,7
V,5,6,5,4,2,4,11,2,3,9,11,7,2,10,1,7
S,4,10,5,8,4,7,7,5,8,5,6,9,0,8,8,8
V,1,0,2,1,0,8,9,3,2,6,12,8,2,10,0,8
V,1,0,2,0,0,8,9,3,1,6,12,8,2,11,0,8
V,2,7,4,5,1,9,8,4,2,6,13,8,3,10,0,8
S,8,13,6,7,3,9,1,2,5,8,2,8,3,7,5,11
S,5,10,6,8,8,8,8,5,3,8,5,7,5,9,12,8
K,4,8,6,6,4,6,7,2,6,10,7,10,3,8,3,8
Y,6,8,9,11,11,8,11,3,4,6,8,9,5,13,11,8
V,2,7,4,5,1,9,8,4,2,5,13,8,3,10,0,8
V,4,9,6,7,3,6,12,3,4,7,12,9,3,10,1,8
V,2,0,3,1,0,7,9,4,2,7,13,8,2,10,0,8
H,3,7,4,5,3,8,7,7,6,7,6,7,3,8,4,7
V,2,1,3,1,0,7,9,4,2,7,13,8,2,10,0,8
V,3,8,5,6,6,6,6,5,2,8,8,9,5,9,5,8
S,3,1,3,3,2,8,7,7,5,7,6,8,2,10,9,8
Z,7,11,9,8,6,8,7,3,10,12,6,8,2,7,6,8
Z,9,10,6,14,6,6,9,5,2,12,8,7,3,8,12,5
B,5,10,6,7,6,9,6,3,5,7,6,7,7,8,6,9
B,3,4,4,6,3,6,6,9,7,6,7,7,2,8,9,10
Y,2,6,4,4,1,9,11,1,7,4,11,8,1,10,1,8
S,6,11,7,8,5,9,7,3,6,10,4,7,2,9,5,9
Z,2,1,3,2,2,7,7,5,9,6,6,8,2,8,7,8
V,3,4,4,3,1,4,12,3,3,10,11,7,2,11,1,8
S,2,2,3,3,2,8,7,7,5,8,6,7,2,9,9,8
K,1,1,2,1,1,6,7,4,7,6,6,10,3,8,4,9
H,2,4,4,2,2,7,8,3,6,10,6,8,3,8,2,8
S,3,9,4,7,3,8,7,5,8,5,6,7,0,8,8,8
X,4,10,5,7,2,7,7,5,4,7,6,8,3,8,4,8
V,4,6,4,4,2,2,12,3,3,11,11,8,2,11,1,8
V,8,10,8,8,3,4,12,5,5,12,12,7,3,9,2,8
S,6,11,8,8,10,9,8,5,4,9,5,7,5,10,13,8
B,5,11,5,6,5,8,7,3,4,9,6,7,6,7,8,7
S,4,7,5,5,6,9,4,5,3,8,6,9,3,8,10,11
H,4,11,6,8,10,8,9,5,3,6,7,7,8,8,10,8
S,3,9,4,7,4,7,7,5,7,5,6,8,1,8,9,7
B,4,9,6,7,5,8,7,5,6,10,6,6,3,8,7,9
V,7,9,5,4,3,9,7,6,4,7,9,7,7,12,3,7
Z,2,5,4,4,2,7,8,2,10,11,6,7,1,8,6,7
Z,5,8,7,6,5,9,8,6,4,7,5,8,3,8,10,7
Z,3,7,5,5,5,8,8,6,3,6,4,6,3,9,8,3
Z,4,7,6,5,3,7,8,2,10,12,6,8,1,9,6,8
S,2,4,3,3,2,8,7,3,7,10,5,8,1,9,4,8
K,5,8,7,6,8,6,9,4,5,6,5,9,8,7,7,10
S,3,3,4,4,2,8,8,6,8,5,6,7,0,8,9,7
H,6,10,6,8,6,7,6,13,2,7,8,8,3,9,0,8
K,2,3,4,2,2,6,8,2,6,10,6,9,3,8,2,8
V,5,10,7,8,4,7,12,2,3,6,11,9,4,10,3,7
V,3,7,4,5,2,8,9,3,1,6,12,8,2,10,0,8
V,6,9,8,8,9,7,8,6,5,7,6,7,6,11,8,11
V,3,8,5,6,1,8,8,4,3,6,14,8,3,10,0,8
V,5,9,7,7,3,5,9,4,1,9,13,8,5,10,2,9
V,8,11,7,8,5,3,11,1,3,8,10,7,6,11,2,7
